layoutstring,total penalty per letter,key position cost,finger repeats,disbalance of fingers,top to bottom or vice versa,handswitching in trigram,(rows²/dist)²,shortcut keys,handswitching after unbalancing,movement pattern,hand disbalance, manual penalty, neighboring unbalance, asymmetric bigrams, asymmetric similar keys, irregularity, regularity segments mean,regularity segments std,regularity words mean,regularity words std
"oeltc_ärish⇘-ßyudv_xpafbzq-kjögü_wn,.m",11.281130308382703,77.43451603275133,55.29082982,25.138535611535104,10.135632666763685,16.431244671521757,111.50113556574088,1.463892377922877,15.191785219641126,29.50944716753607,0.721895852467827,17.922154011680632,10.629462383659977,0.8846929874979301,38.79174822792098,1.8120442232646423,1308.6586769695787,339.10292158908004,924.3240384097938,1049.692328913901
"ciesm_pthrn⇘-äaokö_qfulüjß-vxygz_bd,.w",10.546090933272872,48.2146687559014,54.03647672,25.13884318537441,10.72201755315103,17.71024708821478,114.51512697371692,0.36597309448071924,11.522436980344711,35.282845917991345,0.35555002897250104,18.33013239446892,13.849864684100666,0.881632072197444,33.430029017770394,1.6027088858077343,1243.921173377991,341.6372588845179,868.9770540503694,918.1147741277875
"aihek_lnstm⇘-üvgäö_zrbdwjß-opfuy_xq,.c",10.997872765960778,77.66073824474871,59.74630194,28.657560672620736,9.26919337298641,8.901105485602795,111.6729331867839,1.0979192834421578,12.522417811820219,24.692423117943815,0.03963814195266403,19.55795599561585,10.731237484757578,0.8645302038977964,35.09392457334589,1.9846733708708977,1274.6611681172567,305.5564453780539,826.6717367892243,760.0875138491915
"hterk_cndua⇘-ßgoöq_wfsiüäj-pyxlz_mb,.v",10.833400692582813,57.80859044879742,55.04520164,22.789444805074925,9.005594830699525,28.009271281734836,100.45536357311093,1.0979192834421578,14.221702329066966,36.5845911699671,0.3475448681678864,15.678641898662253,13.337801559490158,0.8788225246329241,39.148826621247196,2.0640006873156955,1389.5462018806256,398.66914451573035,898.5464368515055,1083.3675788131748
"cureo_gsnth⇘-üilöä_wbmdzjß-vyxaq_kf,.p",10.203078050202826,59.80274801804976,54.85663306,22.16908329592293,8.014265119942921,14.295820706851579,105.3379673161734,0.36597309448071924,13.639043577624314,32.16528753858026,0.7746864467479906,15.465134420962816,14.363494916820564,0.8620588619747622,29.933664094978965,1.3593442569921057,1153.8084500895677,282.39703972500064,795.122396778978,811.5729434144994
"hnrak_cgues⇘-öflzä_qdiüvjß-pmxoy_bt,.w",10.709651778683305,47.004270307444024,56.55234844,24.383558761844206,9.567533979911289,24.433549823710973,104.46174962909902,0.7319461889614385,11.534749371413449,39.173561353367106,1.5732495022318502,18.74634392768725,14.718706837004376,0.8708711073382691,36.588545966224544,1.6034550293291085,1238.9292516993596,308.6824845148237,874.1877803109217,752.0314881916709
"cronp_gtash⇘-ölefj_ädikvßü-zxqmy_wb,.u",10.651487396081553,46.36264285055753,55.83433548,22.04894491492794,9.753558909467351,20.15314482179124,110.19934109838007,0.36597309448071924,12.58025745636026,42.57262091192753,0.02058848043817492,15.462984223533326,12.165736105793378,0.8733781695562082,39.038482045860896,2.3837917535597875,1302.9754118046046,321.82301469603533,888.9629335063539,766.1799110766236
"uernc_dtish⇘-öolvq_ägamkzß-püxbj_yw,.f",10.944878811916654,48.89670911272544,52.48574824,23.36511252133794,7.415642538295079,24.95935541172547,99.97391207777206,0.7319461889614385,12.522653402213905,42.1089562235594,0.17844152759680715,17.75144856369484,14.224818349556482,0.8849007585194327,53.056826657169836,1.9966451782315775,1232.284389013296,296.17786189878416,912.9992880937735,878.8598456087692
"oencb_ärihs⇘-ßyfdq_xzaukvj-üöwtp_ml,.g",11.475680558871034,51.48436620501751,57.12740972,25.233254574596128,11.67225844185247,20.54277203352782,120.89660784775305,1.0979192834421578,13.299419369075533,38.260064966132646,0.026222171570599875,19.508413754592013,11.948258881883277,0.8869489465658799,46.31083062952687,1.6842857146901404,1351.8171752409323,339.13565260008113,922.1198650806294,975.2029624198401
"iaenm_wtsrg⇘-joücä_qpflkzß-uxyvö_db,.h",10.011147311471188,37.06393396960055,57.28027438,29.7776752043666,8.406450307539075,17.07416297988622,105.90909257120117,0.7319461889614385,11.667474788414282,28.666495496340193,0.9286022272016287,19.010355595279115,12.496067994407577,0.8763754426052964,34.69714701169806,1.795001930643172,1165.2034418528654,356.07501885719125,886.7583622541674,1151.80860916806
"sntey_mhlua⇘-ßfpxö_wbriüäj-zkcoq_gd,.v",10.194936424550972,48.16676315124158,57.35029798,24.188420272748015,11.543376421049603,22.814883999831913,111.02572160175058,0.36597309448071924,14.5237061175578,27.991553808934075,0.16472026536776463,17.974033313055028,12.820536865241513,0.8912937748441914,20.965235386650654,2.3207270799584743,1347.017141038156,408.06484427802104,872.6946148204368,938.0294005621887
"haenm_wtsri⇘-ßkovz_qfplüxj-gäöcy_db,.u",9.989032166349089,49.79457280241771,55.1882696,28.31331036974055,8.079690409090084,24.46025673930731,103.94418246033979,1.0979192834421578,12.567655046850756,33.60283836215323,0.25818040014959365,16.934999832038333,13.33993829475169,0.8827108730594295,15.668585665730122,1.4385911395511162,1079.0258107830991,293.31658281583816,817.6391061340095,1290.249451183092
"gsneü_xirth⇘-bmcyß_äöldwzq-kvpuj_oa,.f",10.672540056023886,55.864074688410085,55.47543172,23.559427339667526,10.511926724553014,23.292512760636395,117.46028015064044,0.7319461889614385,11.119381292665633,27.138857567700054,0.3344652683143164,17.019210599505065,10.941672196548934,0.8810507882597951,34.3853437045281,1.8706700368583047,1133.3648606066674,300.18932161336375,851.3458412271639,996.6236476360988
"airnm_wtesh⇘-julvz_öpofkßq-üäxcy_bd,.g",10.255245265008869,46.17441785427043,52.47103476,24.104905578888314,8.057584836389108,21.434655379233114,106.38089155992496,0.7319461889614385,11.77602531438072,33.66594409841573,0.8674797825149827,15.763042517178954,12.053883572961546,0.8576471731918219,39.747062914678686,1.2278628984141904,1106.5044609163892,271.0563083070217,819.4928762847704,979.0840842803747
