layoutstring,total penalty per letter,key position cost,finger repeats,disbalance of fingers,top to bottom or vice versa,handswitching in trigram,(rows²/dist)²,shortcut keys,handswitching after unbalancing,movement pattern,hand disbalance, manual penalty, neighboring unbalance, asymmetric bigrams, asymmetric similar keys, irregularity, regularity segments mean,regularity segments std,regularity words mean,regularity words std
"aernä_dtish⇘-öolcj_vwufgkü-zqxmß_pb,.y",9.58115802733854,41.98271168019304,53.1400085,25.961892196902443,8.714637604323213,20.62310646663716,106.3989762864812,0.36597309448071924,13.195880266542108,37.59427673762351,0.6637371081255135,17.561399776255875,14.303312090385337,0.8845965688781826,7.374002935064008,1.8800938854946916,1130.7383883406762,332.03628052870914,770.3473802670138,873.9998194661541
"unrsm_üteih⇘-öplkß_qfoaäjx-cbzgy_wd,.v",9.59149733197927,52.81711564910447,55.4985932,21.78913836630726,8.750685551461327,19.095251989735793,105.55427701265396,0.7319461889614385,9.80622705054497,35.2382140613527,1.4730730835100674,16.860794311574075,10.622748171456314,0.8604248556219872,10.645135874963914,1.2793705615532227,1115.0130130586172,310.92212500263406,781.8467873571194,918.7694769427932
"airnm_gtesh⇘-julvq_öpofkzß-äüxcy_wd,.b",9.341125055291679,47.25449726857234,52.14954892,24.00467673056769,7.496413332093099,21.271871946121962,103.56705015418854,0.7319461889614385,13.351624978871044,30.39671538375038,1.062495218162613,16.39000345323189,13.748226426005575,0.860283619455655,8.17555659955738,1.3991340221080824,1041.707239886739,292.6530758130981,749.7931622187483,1058.6251852870705
"harnä_cdets⇘-öilbj_ymowvzß-uüxpq_fg,.k",9.971949205328224,46.546113094027255,55.52825392,26.28755888053836,7.662025190786496,16.031118782495955,106.40248924601222,1.0979192834421578,11.280271902239056,42.80789812052327,0.9128082608058918,21.39769767229476,11.983567685064466,0.8631421582169798,14.80006708533716,1.3455795860678927,1125.7357161011937,313.76887145490366,830.7160275874214,1066.6449421510113
"uaetc_hdnri⇘-ßoävy_wfslzjq-küögx_mb,.p",9.845221591142922,60.59369178959232,53.77064006,22.830736819606617,8.841866902562451,15.315690068498347,103.15854351250306,1.0979192834421578,19.84081110482022,29.17648774128962,1.1411135374780084,18.108449536630417,14.935530965208446,0.8684844250536737,8.857896138247051,1.770759270964213,1136.9751501362218,363.3361034540462,753.542837447159,733.7821089867604
"hnrtd_fseai⇘-ßplgz_qwäoöüj-bvxcy_km,.u",9.26950842988609,40.87360651321933,55.2012913,26.63001643309442,7.570103685563723,13.181798270977726,111.55928529566951,0.7319461889614385,13.823605968860642,22.339726071129974,0.742501699494647,17.11370218136547,13.75054818814916,0.8612602593556935,13.71044657739035,1.149229806820457,1042.5280615676675,289.5215804596146,767.6082318088489,952.9334316969564
"gtnsk_yerih⇘-ßdwfq_öoluüjx-cbpmv_äa,.z",9.799208586167698,53.02256449675754,57.59278256,23.208609240366048,10.874819334104206,14.02559141036217,123.30885722742268,1.0979192834421578,10.954630461480813,27.96891460060675,1.686070833154987,16.184557312195277,8.995937618586538,0.8750318360919976,7.404374320529802,1.4240084390815937,1022.3070076979031,315.50594298647945,689.5111239575491,583.5270666747057
"asnrl_pteih⇘-ägckj_qfouöxß-üvymz_wd,.b",9.783653266074454,51.39927253072044,53.02880666,22.345266403106788,8.514876457375918,22.83296006281088,105.01108394860874,0.7319461889614385,11.573021834088618,35.71424068436503,1.2182192451454994,15.441409127412683,11.457932675955742,0.8701124170985468,16.535245606844878,1.3809922686712208,1141.03008483079,303.77981490475145,820.4679082669287,1022.1840437213995
"ctenp_ghisr⇘-ökoxß_vfamäzj-uwülq_bd,.y",9.50782916437551,48.3203105886223,54.90224482,23.687572349585224,8.040628745375235,16.84522748229221,103.50799132206284,0.7319461889614385,12.208785445388342,33.966455787978376,0.1096662165812927,19.633577599743717,12.925216308483005,0.8941260823061538,10.675507260429706,1.5117099102437603,1049.4726772610577,289.56508610683795,818.6502778859845,1122.3481583614857
"srinl_fteoh⇘-jmuvq_pbyakxß-zäücö_wd,.g",9.789648117288847,46.90925260149806,54.4165455,24.68270793423789,9.151662076840877,18.0653404864166,109.70316301291984,0.7319461889614385,16.464671310447564,28.169594187696358,0.9786521959041223,18.668237703393586,15.391025716741016,0.875712363305961,12.560083298511952,1.5061869592794002,1100.0628680591985,300.02752051996333,818.3334754429853,1605.651103070003
