layoutstring,total penalty per letter,key position cost,finger repeats,disbalance of fingers,top to bottom or vice versa,handswitching in trigram,(rows²/dist)²,shortcut keys,handswitching after unbalancing,movement pattern,hand disbalance, manual penalty, neighboring unbalance, asymmetric bigrams, asymmetric similar keys, irregularity, regularity segments mean,regularity segments std,regularity words mean,regularity words std
"iaehz_mnrts⇘-öüägß_qbldwvj-uoykx_cp,.f",9.326866584194358,42.3534869354635,58.71514752,31.25256645343238,8.730282406517208,8.67443092769944,104.63181285124259,1.463892377922877,12.466261967064547,29.194863675397247,0.6027637611682969,22.262575312201047,11.943193025783968,0.8676393867083164,6.654881871245574,1.5244240907955573,955.0607937795914,276.6289704988837,689.6955491970359,640.8813974189067
"rdtnl_mhsei⇘-jcbpß_üwfoöäq-ygkxz_vu,.a",10.897090740946817,58.77638484307514,58.6312802,32.57581987771495,8.612213071202255,12.880206648391962,112.37485654724847,1.0979192834421578,11.407666138395562,41.157807753883255,1.6685896438788537,19.639191592794464,12.742588564915259,0.8861144847905664,24.32521106688847,2.028352213528621,1258.0450156114782,306.66754287527334,866.315744423928,1063.943351054441
"hesny_mäatg⇘-öobwß_qxidvzj-uükfp_lr,.c",10.547268930651295,46.655993441380915,59.41309744,25.2798898172611,7.565118197343428,17.650421078642534,113.11021924144828,1.463892377922877,13.521782878550171,40.351567680829746,0.27104366981806083,18.148740624946846,15.888604111970722,0.8929089735778222,24.41632522328585,1.3720601301018656,1185.3523645981788,307.5538783019899,826.6346978171073,859.4545492328393
"rleio_gtsnh⇘-jcuäö_qkmpfvß-zxüay_bd,.w",9.535897069277526,60.838279086782386,53.2277965,26.37031385001752,7.15463234389014,13.504365216957453,104.8227363642438,0.36597309448071924,13.092134219141286,22.314124027872634,0.7741089950947783,17.53184193685032,10.19521481032228,0.8729013657945262,16.715014508885197,1.2087395889786867,1001.5672321508579,261.8963221014435,760.1275718378732,1469.8813556066375
"otenm_kirsh⇘-üöycj_qälbgzß-uwxfp_va,.d",10.809691182323057,55.16845526984874,58.58005386,28.802078312505593,8.835743596577645,17.492305757202995,112.79231832930344,0.7319461889614385,12.05063918890569,27.981359463940127,0.03137692816622472,19.335255591165005,13.562251043636794,0.8679712514705852,37.881708627319526,1.4921498285676766,1163.8654290536278,340.08111749747144,1016.9743666056842,2774.2110237123266
"aetrm_kinsh⇘-öägzj_üvwbdqß-oxcly_pu,.f",10.52251178873552,51.43136358061632,56.45741766,29.447070901509854,7.949331428787189,23.047028089872917,108.47704105765692,0.36597309448071924,11.567908799727201,30.093936693028805,0.8187032008487596,18.539767805334925,12.50241371724467,0.8886105197302493,32.13686635667541,1.3721871978247182,1162.1368398246002,297.32201046899763,815.4067815372414,946.8082598655559
"haeip_mtnrs⇘-özävü_qfclkßj-boxuy_gd,.w",9.542235735226031,47.764457231604915,56.74551452,24.093051940282777,9.296726073032795,8.720942309260597,105.66835308235007,0.36597309448071924,12.723377416370813,25.09964670176422,0.6678704952815979,20.187780062628406,12.381759620656153,0.8651495337183074,23.369896380130772,1.2696555669550218,1148.8703979298127,327.8317582009948,766.5003840582267,960.8572699365029
"snbrl_fhieu⇘-zctmq_ßpaokxj-üyväö_gd,.w",10.23375935829299,53.12506060433479,53.58100484,25.04652554263147,9.311870121111314,13.42926730289769,112.76121620259475,0.36597309448071924,12.202839751472766,33.97016842134601,1.5198355993669548,18.89381303333978,14.806841171779967,0.8729199186753421,23.369896380130772,1.270826068388179,1141.3742707169026,314.9406383702793,860.465461082421,1378.9179110486618
"uaenm_bsrtd⇘-öiozq_xplwfjß-vüähy_kg,.c",10.075647375523067,61.68210707624327,54.25126478,22.70345847620525,8.052670585212253,17.694486527166912,107.14585660668762,0.7319461889614385,12.35062447602597,27.43165280483451,1.353220041190309,16.732349562106663,13.026064531854685,0.8685386333791668,23.278782223733394,1.4385623780699188,1079.8855572037567,283.2919657711067,862.2769060238818,1443.0463321219463
"hraey_mstnc⇘-üliäö_vbdpfßj-uzxoq_kg,.w",9.741366498173235,50.670857410345285,54.57522692,24.21840544764434,10.352436030865414,14.128025932046652,105.15330563832075,0.7319461889614385,11.30403396277885,30.827780565972088,1.0824860926550706,19.140959929585502,8.749740028132678,0.8625357654428878,23.369896380130776,1.3401678878448942,1147.9796196847078,291.59288474093796,818.1398050756251,933.2177305675573
"mnreu_wsath⇘-jzlüö_vgidbäß-cyxoq_fk,.p",9.509258141060247,53.38152000984572,53.96532388,23.288703139395796,9.145006280492796,21.318465692181114,98.84864017202243,0.36597309448071924,12.83328579284548,29.13394002308708,0.18993863999261995,17.287320840660545,12.898409351819016,0.8819287912361661,12.263334899336071,2.2114722025835376,1129.3865813373563,324.6650416622895,828.4167496692326,1165.3467901476931
"haöiu_lnrtc⇘-joekv_qwsdfzß-gxäüy_mp,.b",9.842176801564488,57.71397016663926,56.55766096,23.422679253269802,10.206761336439103,8.216192666699293,106.93396304055216,1.0979192834421578,17.6082773087245,27.16605409088406,0.6046135763340797,17.661447072282378,14.789823389498912,0.8624285145631119,15.55824109034383,1.7971582998177595,1285.900189212797,415.2523931746288,807.084424117543,1137.892634641984
"rilmc_bfesh⇘-äanuü_ödowgjß-zqxvy_pt,.k",10.547638634648202,56.45385468304901,56.57489166,25.884442096427943,10.786972935880367,18.521470907822174,110.96392176213868,0.7319461889614385,15.103218037859968,39.616707590920626,0.9016676941328522,17.77494946289103,15.271301506702551,0.8801127839050928,14.511812247188754,2.0379255007784742,1257.1411641201594,340.0567490632332,846.2488831855336,1000.3001463707632
